author,comment,time,votes,clean,clean_nostop
@mauricezuniga4405,Can,2 years ago,0,can,
@sethabilebuthelezi8253,wow uhm Mark is dumb🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😆😆😆😆😆😅😁😁😁😁😁😂😂😂😂😂😆😆😆😆😆Like i saw this episode That mark was the dumbest one in the video,3 years ago,0,wow uhm mark is dumblike i saw this episode that mark was the dumbest one in the video,wow uhm mark dumblike saw episode mark dumbest one video
@chriscarlos9188,Denilson have mad oo kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,3 years ago,0,denilson have mad oo kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,denilson mad oo kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
@faithagindoton2011,The doctor is Base 10... Our Native sense man. 🤣🤣🤣,3 years ago,1,the doctor is base 10 our native sense man,doctor base 10 native sense man
@kagefru8716,2022,3 years ago,0,2022,2022
@lone9172,Denilson plz come back,3 years ago,0,denilson plz come back,denilson plz come back
@mayahswalihoabdulai,Denilson is really good 👍 in this field,3 years ago,1,denilson is really good in this field,denilson really good field
@IR09TheSequel,Shoo! Man!,3 years ago,1,shoo man,shoo man
@noobsforever223,😮 I watch you when I was five or six,3 years ago,0,i watch you when i was five or six,watch five six
@bruhurkidding2188,Who is till watching this in 2022🎉😂,3 years ago,5,who is till watching this in 2022,till watching 2022
@tomecamarie,This video makes me laugh every single time 😂,3 years ago,0,this video makes me laugh every single time,video makes laugh every single time
@A._J._23,Anybody here in 2022?,3 years ago,2,anybody here in 2022,anybody 2022
@mercyashah3311,I like this comedy alot,3 years ago,1,i like this comedy alot,like comedy alot
@Canybel,Never gets old😍,3 years ago,2,never gets old,never gets old
@millicentkwakye8050,But Denison are you with comedy or not with comedy,3 years ago,1,but denison are you with comedy or not with comedy,denison comedy comedy
@samuelefesoa7317,Legend still says he believes something is smelling. 😂😂😂,3 years ago,0,legend still says he believes something is smelling,legend still says believes something smelling
@SpedUpSongsForMe,Anybody watching in 2023,3 years ago,0,anybody watching in 2023,anybody watching 2023
@stephaniewalters-pendley1705,Any one here in 2022,3 years ago,0,any one here in 2022,one 2022
@GameChannel862,What does that means when Mark talk about his hair,3 years ago,0,what does that means when mark talk about his hair,means mark talk hair
@growwithdiamond8619,It's 2022 and I love this video 🤣🤣🤣🤣🤣,3 years ago,0,it's 2022 and i love this video,2022 love video
@gospelmixxes1834,2022😁😁🇰🇪,3 years ago,0,2022,2022
@applesrennie904,Anyone here in 2022,3 years ago,0,anyone here in 2022,anyone 2022
@KING1226k,Anyone here 10 August 2022 watching from Namibia...No progress man😂😂😂😂😂 shu!!,3 years ago,0,anyone here 10 august 2022 watching from namibia no progress man shu,anyone 10 august 2022 watching namibia progress man shu
@soniaemmanuel5696,Who is here in 2022🇸🇸🇸🇸🇸🇸🇸🇸,3 years ago,0,who is here in 2022,2022
@baboucarrdrammeh6127,When Denison said the Earth is smelling I said in my head (even if you move to another universe it will smell),3 years ago,1,when denison said the earth is smelling i said in my head even if you move to another universe it will smell,denison said earth smelling said head even move another universe smell
@hamzaame8373,Denilson,3 years ago,0,denilson,denilson
@jasminewade8597,Delison looks like Donal trubk,3 years ago,0,delison looks like donal trubk,delison looks like donal trubk
@missblanche3584,chai this episode is  very funny🤣🤣,3 years ago,0,chai this episode is very funny,chai episode funny
@lyfersz,“oh my nigga mark” 😂,3 years ago,0,oh my nigga mark,oh nigga mark
@gideondarngawn,2022,3 years ago,0,2022,2022
@johnravengerona2140,2022,3 years ago,0,2022,2022
@mondayosas6893,Denison  oooh!,3 years ago,0,denison oooh,denison oooh
@legodilekwena5946,LOL,3 years ago,0,lol,lol
@btsjhope3348,lot's of love from India,3 years ago,0,lot's of love from india,lot's love india
@vaasugimuniandy1442,I'm here 2022,3 years ago,0,i'm here 2022,2022
@khiamckenzie1634,uncle Denilson you the kill me Lol 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,3 years ago,1,uncle denilson you the kill me lol,uncle denilson kill lol
@livianafipe4929,It is so funny 🤣 😆 😂 😄,3 years ago,0,it is so funny,funny
@hashimabdi565,Anyone here in 2022 still watching,3 years ago,0,anyone here in 2022 still watching,anyone 2022 still watching
@samiramohammed1437,Anyone here in 2022✋😂😂😂🤣🤣🤣,3 years ago,0,anyone here in 2022,anyone 2022
@phindilendzinisa8267,I'd watch this one everyday😂😂😂😂😭😭💀,3 years ago,2,i'd watch this one everyday,watch one everyday
@phindilendzinisa8267,😭😭😭🤣🤣😂😂😂😂💀,3 years ago,0,,
@Kiethroy,Something is smelling I laughed so hard that I couldn't  breath 🤣 😂,3 years ago,0,something is smelling i laughed so hard that i couldn't breath,something smelling laughed hard breath
@Ancient375,"Trump: “Mark man!”

Denilson: “Trump STFU, this shit getting serious, Mark help me!!!”",3 years ago,0,trump mark man denilson trump stfu this shit getting serious mark help me,trump mark man denilson trump stfu shit getting serious mark help
@vincentthedreamer-topic4544,2022 who is here 🤣🤣🤣💯📌,3 years ago,0,2022 who is here,2022
@georgekwame-osei2096,"Actually Denilson didn't  go mad, Emanuella put a smell in his nose",3 years ago,0,actually denilson didn't go mad emanuella put a smell in his nose,actually denilson go mad emanuella put smell nose
@cupcake8586,Run mad🤣,3 years ago,0,run mad,run mad
@tanuyadjoe7395,🤣🤣🤣🤣🤣🤣🤣🤣😂🤩🤩🤩🤩,3 years ago,0,,
@chidiebereoluchi7318,which one is Kanye West and trump,3 years ago,0,which one is kanye west and trump,one kanye west trump
@rutendochidavaenzi5195,P,3 years ago,0,p,
@cyrillamichael9179,Any one here in 2022? This acting sry overacting cracks me every time I play it..  This one n All over 😂😂😂😂,3 years ago,0,any one here in 2022 this acting sry overacting cracks me every time i play it this one n all over,one 2022 acting sry overacting cracks every time play one
@eytanbt6772,Anyone here in 2022??,3 years ago,0,anyone here in 2022,anyone 2022
@esthernicola901,2022🙋🏻‍♀️?,3 years ago,0,2022,2022
@stephenwambua4223,Anyone 2022😂😂,3 years ago,1,anyone 2022,anyone 2022
@kishiesingh8949,Anyone here in 2020,3 years ago,0,anyone here in 2020,anyone 2020
@Mr.hashtag29299,Anyone here in 2022,3 years ago,0,anyone here in 2022,anyone 2022
@erwindevera4386,hahaha i love the way he said 6:42,3 years ago,0,hahaha i love the way he said 6 42,hahaha love way said 42
@tonyesasa2831,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😆🥰🤢🤮🥵,3 years ago,0,,
@midway23,Anyone here in 2220,3 years ago,0,anyone here in 2220,anyone 2220
@Mika_ki1567,Is it just or I heard Delision said the n word,3 years ago,0,is it just or i heard delision said the n word,heard delision said word
@kanyikemartha900,"""We don't used to do Trump.....what we used to do is Buhari""🤣🤣🤣🤣🤣🤣🤣",3 years ago,10,we don't used to do trump what we used to do is buhari,used trump used buhari
@sampavlic5204,kktkrt,3 years ago,0,kktkrt,kktkrt
@sampavlic5204,hello,3 years ago,0,hello,hello
@Pierogiking101,Anyone here in 2022,3 years ago,0,anyone here in 2022,anyone 2022
@sarahblom1266,"""Denilson have mad oh"" 🤣🤣🤣",3 years ago,0,denilson have mad oh,denilson mad oh
@Princess_luvv1,Did denilson say nigg@!?!,3 years ago,0,did denilson say nigg,denilson say nigg
@davidrang2019,Iam in 2029 please help me 😊😊😊😊,3 years ago,1,iam in 2029 please help me,iam 2029 please help
@manirambonainnocent6459,Denis is very funny,3 years ago,0,denis is very funny,denis funny
@suleimanumar7727,Two Heads are better than one 🙏🙏🙏,3 years ago,0,two heads are better than one,two heads better one
@makhandhadkhalanga8527,Anyone here in 2051??🤗🤗🔥,3 years ago (edited),0,anyone here in 2051,anyone 2051
@linetbaybay81,"The caption makes me laugh so hard because of the spelling 🤣 (Its not rude, im just saying its funny and the acting is funny too)",3 years ago,0,the caption makes me laugh so hard because of the spelling its not rude im just saying its funny and the acting is funny too,caption makes laugh hard spelling rude im saying funny acting funny
@frankkysmbaso3423,Denison said nigga,3 years ago,2,denison said nigga,denison said nigga
@wassup5771,Anyone here in 2022,3 years ago,1,anyone here in 2022,anyone 2022
@tonyesasa2831,Kirstie versus Bush's mad second thing she's crazy petting shoes people flag Africa people become crazy like a quick I don't know what to say about that,3 years ago,0,kirstie versus bush's mad second thing she's crazy petting shoes people flag africa people become crazy like a quick i don't know what to say about that,kirstie versus bush's mad second thing crazy petting shoes people flag africa people become crazy like quick know say
@Six4Prophet,"He did lol 😂 ""Oh my nigga Mark."" 😂😂",3 years ago,0,he did lol oh my nigga mark,lol oh nigga mark
@Six4Prophet,Yeah,3 years ago,0,yeah,yeah
@laminsowe9340,Anyone here 2022 😂😂,3 years ago,0,anyone here 2022,anyone 2022
@sallycamara3473,something is smelling shu men😂🤣,3 years ago,0,something is smelling shu men,something smelling shu men
@kevintv8377,emanuela.monggoloyd,3 years ago,0,emanuela monggoloyd,emanuela monggoloyd
@Sourabh945,2022 anyone trump here🤣,3 years ago,1,2022 anyone trump here,2022 anyone trump
@dianamunyama5613,Everybody needs to be back together 🙏,3 years ago,3,everybody needs to be back together,everybody needs back together
@dianamunyama5613,This is the best 🤣🤣🤣,3 years ago,0,this is the best,best
@Cecetammy26280,* oO my nigga mark*🤣🤣,3 years ago,2,oo my nigga mark,oo nigga mark
@prololaaau,2022,3 years ago,0,2022,2022
@marlonpkeni2528,Hahaha. This is so hilarious!,3 years ago,0,hahaha this is so hilarious,hahaha hilarious
@ashishdarnaltherockones26,Here in 2022,3 years ago,0,here in 2022,2022
@CatherineStarlight627,Anyone here in 2022 🤣🤣😅,3 years ago,1,anyone here in 2022,anyone 2022
@andamacode,Any one from 2022?,3 years ago,1,any one from 2022,one 2022
@benjaminkanyetu5238,make that a secret emmanuela🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,3 years ago,0,make that a secret emmanuela,make secret emmanuela
@matimbajunior9425,Hahaha can't help it 🤣,3 years ago,0,hahaha can't help it,hahaha can't help
@josievoss,this is just classic lmaoo,3 years ago,0,this is just classic lmaoo,classic lmaoo
@abdirahmansalah3461,we missed denilson big time 😂😂😂😂😂😂,3 years ago,0,we missed denilson big time,missed denilson big time
@natashasinatra5016,I love  this  guys,3 years ago,0,i love this guys,love guys
@ivyvivine,Denilson is the best😂😂😂😂,3 years ago,0,denilson is the best,denilson best
@opsandra9914,Anyone here in 2022🤣🤣😂😂,3 years ago,0,anyone here in 2022,anyone 2022
@Techno-ko2mh,Anyone her 2022?🤚🤚,3 years ago,0,anyone her 2022,anyone 2022
@marinesassemble424,Me,3 years ago,0,me,
@markangelcomedy,Thank you 🥰,3 years ago,0,thank you,thank
@tagowjorror7955,Hello anyone here in 2022🤣🤣🤣🤣🤣🤣🤣,3 years ago,1,hello anyone here in 2022,hello anyone 2022
@possibleidumwonyi1453,Am in 2022,3 years ago,0,am in 2022,2022
@kathyimsong1533,2022,3 years ago,0,2022,2022
@theproof5807,Anyone here in 2022 😂😂😂😂🤣🤣🤣😂,3 years ago,0,anyone here in 2022,anyone 2022
@OGUNGOCRAZY,2022😂 it's still fresh 😂😂,3 years ago,1,2022 it's still fresh,2022 still fresh
@gillianboyce8356,Poor denilson i love this episode and the one with petrol funny episodes,3 years ago,1,poor denilson i love this episode and the one with petrol funny episodes,poor denilson love episode one petrol funny episodes
@malawi5315,Mark do something about  Denison  igwe . We miss him..It was nice to have him please  reconcile and bring him back .everything  is possible  reconcile you guys pleases mark,3 years ago,1,mark do something about denison igwe we miss him it was nice to have him please reconcile and bring him back everything is possible reconcile you guys pleases mark,mark something denison igwe miss nice please reconcile bring back everything possible reconcile guys pleases mark
@haki2838,I’m Somali and like nigierin content,3 years ago,1,i m somali and like nigierin content,somali like nigierin content
@King-or7gh,Father x mas that don’t have money 💵😂😂,3 years ago,1,father x mas that don t have money,father mas money
@gromusicgromusic4595,I miss angel Mark na denilson togther acting 😭,3 years ago,1,i miss angel mark na denilson togther acting,miss angel mark na denilson togther acting
@renjiuzi,2022,3 years ago,1,2022,2022
@kefumutahi4702,Denilson was a very talented actor,3 years ago,1,denilson was a very talented actor,denilson talented actor
@jhani560,I feel sorry for Denilson leaving Mark Angel He is the funniest one I really like his style,3 years ago,2,i feel sorry for denilson leaving mark angel he is the funniest one i really like his style,feel sorry denilson leaving mark angel funniest one really like style
@yasirali4793,Anyone here in 2022✋,3 years ago,1,anyone here in 2022,anyone 2022
@DXXDXXV,2022😂,3 years ago,1,2022,2022
@rashidabdow2182,Who is here 2022 plz giv likes..,3 years ago,0,who is here 2022 plz giv likes,2022 plz giv likes
@jermainandrews3382,Anyone here in 2022 ?,3 years ago,0,anyone here in 2022,anyone 2022
@ericapierre2929,Comedy,3 years ago,0,comedy,comedy
@ericapierre2929,Trump people,3 years ago,0,trump people,trump people
@ericapierre2929,African,3 years ago,0,african,african
@emmanueldecanha9423,Who’s here in 2022?🤪🤪,3 years ago,0,who s here in 2022,2022
@lepchaiki2606,Here 2022 march,3 years ago,0,here 2022 march,2022 march
@johnandreas6411,aleast at the end emmanuela should be honest to the doctor.she is being mean and naughty.,3 years ago,1,aleast at the end emmanuela should be honest to the doctor she is being mean and naughty,aleast end emmanuela honest doctor mean naughty
@alinoorhassan9900,2022,3 years ago,0,2022,2022
@josephmduduzi6366,I enjoyed Mark ND Denilson and Auntie Emmanuella  company no wonder what happened,3 years ago,0,i enjoyed mark nd denilson and auntie emmanuella company no wonder what happened,enjoyed mark nd denilson auntie emmanuella company wonder happened
@kassimawudu6213,Still here in 2022💓 Dhope👌👌 much love from Ghana 🇬🇭,3 years ago (edited),6,still here in 2022 dhope much love from ghana,still 2022 dhope much love ghana
@RegentBella1,🤣😂🤣😂 Mark I’m not mad 🤣🤣put me down right now: I told him !!!,3 years ago,2,mark i m not mad put me down right now i told him,mark mad put right told
@loloheakoto4689,Did you just say nigga nigga is a swear word,3 years ago,1,did you just say nigga nigga is a swear word,say nigga nigga swear word
@annasofiuhh,hi,3 years ago,0,hi,hi
@Ashlo-Ren,I just randomly started saying “can you perceive it” and here I am back here in 2022 🤣,3 years ago,3,i just randomly started saying can you perceive it and here i am back here in 2022,randomly started saying perceive back 2022
@benmaya3153,He gonna call the popo😃,3 years ago,0,he gonna call the popo,gonna call popo
@benmaya3153,I miss him  so much  in marks. Comedy  Come  back    dens,3 years ago,0,i miss him so much in marks comedy come back dens,miss much marks comedy come back dens
@tatabawa2733,🤣🤣👏,3 years ago,0,,
@tatabawa2733,"""oh niga mark your still the same""
🙆🏻‍♀️🤣🤣🤣🤣
Denilson",3 years ago,0,oh niga mark your still the same denilson,oh niga mark still denilson
@preciousqueen8263,😂🤣😂🤣,3 years ago,0,,
@EMDKk,po po ye,3 years ago,1,po po ye,po po ye
@EMDKk,2022 here,3 years ago,1,2022 here,2022
@ተመዝገብየአራዳልጅ,Who's watching this in 2022. Denilson is the best 🤣🤣🤣,3 years ago,0,who's watching this in 2022 denilson is the best,who's watching 2022 denilson best
@Curtly11111,Anyone here in 2022🙋,3 years ago,0,anyone here in 2022,anyone 2022
@hpr_amin9713,E,3 years ago,1,e,
@hpr_amin9713,OLDER2MFOREVERCRNOWEBOTLIGHT,3 years ago,1,older2mforevercrnowebotlight,older2mforevercrnowebotlight
@mohamedabdifatah7158,Anyone here in 2022😂😂😂,3 years ago,0,anyone here in 2022,anyone 2022
@nyakio1435,The n,3 years ago,0,the n,
@kenedits7050,Anyone here 2022😂😂💪,3 years ago,0,anyone here 2022,anyone 2022
@bemancynthia7929,😂,3 years ago,0,,
@eunicemena1592,hahaha,3 years ago,0,hahaha,hahaha
@khazimlamgolombane6782,Back here in 2022,3 years ago,0,back here in 2022,back 2022
@geefrm6197,2022 button,3 years ago,1,2022 button,2022 button
@braveboyvlogs1339,Denilsion u funny jokes men,3 years ago,0,denilsion u funny jokes men,denilsion funny jokes men
@viviesprit7079,Lol lol ok lol lol lol lol,3 years ago,0,lol lol ok lol lol lol lol,lol lol ok lol lol lol lol
@FAITHASAURISBACK,Any one in 2022?,3 years ago,1,any one in 2022,one 2022
@patiencechimhanda3734,Taaaaa who's your pastor kkkkkkkkkkkkkkkk,3 years ago,0,taaaaa who's your pastor kkkkkkkkkkkkkkkk,taaaaa who's pastor kkkkkkkkkkkkkkkk
@PaciDiscovaa,"Who is here 2022 I can't get enough with this comedy, Denilson was incredible!",3 years ago,1,who is here 2022 i can't get enough with this comedy denilson was incredible,2022 can't get enough comedy denilson incredible
@shareefa579,2022 now still looking at this video,3 years ago,0,2022 now still looking at this video,2022 still looking video
@bioboymama1834,The earth is smelling 😂😂😂,3 years ago (edited),0,the earth is smelling,earth smelling
@JArt-draus,He should just shave to eradicate the smell. Easy peasy,3 years ago,0,he should just shave to eradicate the smell easy peasy,shave eradicate smell easy peasy
@ndivhomahumele2427,Anyone here in 2022 🤣🤣,3 years ago (edited),1,anyone here in 2022,anyone 2022
@sharandevnair,Anyone here in 2022,3 years ago,1,anyone here in 2022,anyone 2022
@lia-wy7vq,Their cuss,3 years ago,0,their cuss,cuss
@JordanPorterJ.A.P_Offical,0:34 0:35 0:41 0:42,3 years ago (edited),0,0 34 0 35 0 41 0 42,34 35 41 42
@JordanPorterJ.A.P_Offical,0:20 0:21,3 years ago,0,0 20 0 21,20 21
@IR09TheSequel,They’re not even gonna point out that Emanuella put chicken shit on his beard,3 years ago (edited),0,they re not even gonna point out that emanuella put chicken shit on his beard,even gonna point emanuella put chicken shit beard
@mondayedwin2707,Every thing z smelling 🤣🤣🤣🤣🤣🤣😂😂😂😂😂,3 years ago,0,every thing z smelling,every thing smelling
@sulaymansanyang2025,From United States 🤣😅😁🤑😄,3 years ago,0,from united states,united states
@tikietokie,Anyone here in 2022? 🥰🥳,3 years ago,0,anyone here in 2022,anyone 2022
@sherlinebazile9751,Anyone in 2022👑,3 years ago,0,anyone in 2022,anyone 2022
@redblaze28,2022 this still funny,3 years ago,0,2022 this still funny,2022 still funny
@mr.urlaka4886,Anyone here in 2022 ??😆😆😆,3 years ago,1,anyone here in 2022,anyone 2022
@mariamakeita608,"jour video is funny  mi  and  mi mother mi mother 
kan  not forgot jour  tâches
  emanula jour funny  an mark Jou too denilson k brown papa succsus
and succsus",3 years ago,0,jour video is funny mi and mi mother mi mother kan not forgot jour tâches emanula jour funny an mark jou too denilson k brown papa succsus and succsus,jour video funny mi mi mother mi mother kan forgot jour tâches emanula jour funny mark jou denilson brown papa succsus succsus
@alhajibrahim3745,Shuuuuuuu shu men😎😎😎,3 years ago,0,shuuuuuuu shu men,shuuuuuuu shu men
@imanuelnicholas3358,God help  me  stop luchy,3 years ago,0,god help me stop luchy,god help stop luchy
@alhajibrahim3745,Shuuuu😂😂😂😂😂,3 years ago,0,shuuuu,shuuuu
@Anifooty,Emmanuella is very nice,3 years ago,0,emmanuella is very nice,emmanuella nice
@privelegesarireni743,I’m here in 2021,3 years ago,0,i m here in 2021,2021
@chinkyutshiek2478,Ihope have episode 80 caretaker series HHA,3 years ago,0,ihope have episode 80 caretaker series hha,ihope episode 80 caretaker series hha
@mughakachopy2386,Anyone in 2021,3 years ago,0,anyone in 2021,anyone 2021
@julisakeen3389,Okay leave the hair and at least dye the beard,3 years ago,0,okay leave the hair and at least dye the beard,okay leave hair least dye beard
@jonathankabila1193,Funniest of all your videos this na number one really i deaded i couldnt stop laughing,3 years ago,0,funniest of all your videos this na number one really i deaded i couldnt stop laughing,funniest videos na number one really deaded couldnt stop laughing
@sugarlipskashrynmejavone5254,"I don't know how many times have this for sure

Am here 2021",3 years ago (edited),1,i don't know how many times have this for sure am here 2021,know many times sure 2021
@sarahssegawa6781,This guy will me seriously..  The earth is smelling,3 years ago,0,this guy will me seriously the earth is smelling,guy seriously earth smelling
@keerongoberdan5644,He back,3 years ago,0,he back,back
@samurs444,Anyone here in 2021🤣🤣🤣💨,3 years ago,0,anyone here in 2021,anyone 2021
@Nagalim-p2t,Anyone again in 2021 november stiill.,3 years ago,0,anyone again in 2021 november stiill,anyone 2021 november stiill
@notfizzy8413,Did anyone realize Denison says the n word,3 years ago,1,did anyone realize denison says the n word,anyone realize denison says word
@chenjelayikavaza3561,I still come back here And watch my man denilson,3 years ago,0,i still come back here and watch my man denilson,still come back watch man denilson
@AM1NE5,🤣🤣 hahahahah,3 years ago,0,hahahahah,hahahahah
@keforegenshatha9919,litt👍👍👍👍🇧🇼,3 years ago,0,litt,litt
@mauryahillz3329,Anyone here in 2021😅😂,3 years ago,1,anyone here in 2021,anyone 2021
@johariaissufo7669,"😁😁😁😁😁 Denilson Igwe killed it  👏🏿👏🏿👏🏿 I wish he didn't leave Mark Angel Comedy Team ☹ He's a great actor 🙂👌🏿

Greetings from Mozambique 🥰",3 years ago,5,denilson igwe killed it i wish he didn't leave mark angel comedy team he's a great actor greetings from mozambique,denilson igwe killed wish leave mark angel comedy team great actor greetings mozambique
@theunitwins772,denilson sweared he said n word he nigga mark,3 years ago,0,denilson sweared he said n word he nigga mark,denilson sweared said word nigga mark
@JustMudi4Real,LOOOOOOOOOOOOOOOOOL,4 years ago,0,loooooooooooooooool,loooooooooooooooool
@shactirooffical8044,pov; you watching 2021,4 years ago,0,pov you watching 2021,pov watching 2021
@adebayomumeen4423,🍔🍕😃🍕🍔,4 years ago,1,,
@tofs_,😂😂😂,4 years ago,0,,
@ibrahimfirdaws389,😂😂😂😂😂😂😂😂😂😂😂😂,4 years ago,0,,
@maiberry314,he really said my n* mark lmao,4 years ago,0,he really said my n mark lmao,really said mark lmao
@qeenbeeisbla8367,Emanuella is killing me with laughing 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 🤣 🤣🤣🤣🤣🤣,4 years ago,0,emanuella is killing me with laughing,emanuella killing laughing
@unikedymutuna5657,Your clof is smelling 🤣🤣🤣🤣,4 years ago,0,your clof is smelling,clof smelling
@meshowonly,Denilson and Baze10 together,4 years ago,0,denilson and baze10 together,denilson baze10 together
@meshowonly,Yellow chicken poo loooooooool,4 years ago,0,yellow chicken poo loooooooool,yellow chicken poo loooooooool
@jhanaymckenzie2974,No mark no trump has killed me o lol,4 years ago,0,no mark no trump has killed me o lol,mark trump killed lol
@adebayomumeen4423,Send me more,4 years ago,0,send me more,send
@drizzydeluxe,2021 😩☺️😅😂,4 years ago,0,2021,2021
@patriciamirekuah1031,Mark Angel me i'm your fan i like your video on youtube,4 years ago,0,mark angel me i'm your fan i like your video on youtube,mark angel fan like video youtube
@nate_kams,Who is here 2021 💪🏾❤️❤️😂😂😂😂😂😂😂😂😂😂 you guys are men men 🤣🤣🤣,4 years ago,1,who is here 2021 you guys are men men,2021 guys men men
@shanetaylor2989,Who else is here in 2021 👍✋🤣🤣🤣,4 years ago,1,who else is here in 2021,else 2021
@robertlangat8306,Anyone here in 2021 🤷,4 years ago,0,anyone here in 2021,anyone 2021
@nomatterkambeni5473,What we use to do is Buhari😅😅,4 years ago,0,what we use to do is buhari,use buhari
@streetfightergangrayano9206,2021 who 😂,4 years ago,1,2021 who,2021
@dramalegend1686,Anyone in 2021,4 years ago,0,anyone in 2021,anyone 2021
@phamnguyenhuy2655,6:28 Man City after CL finals,4 years ago,4,6 28 man city after cl finals,28 man city cl finals
@riy0ogeohakim98,Mark men ok let’s forget about this men thing🤣🤣🤣🤣🤣,4 years ago,0,mark men ok let s forget about this men thing,mark men ok let forget men thing
@Bareh843,I miss Dinison,4 years ago,2,i miss dinison,miss dinison
@demanchidi5256,"What's going on?
It seems Nigerian government is shutting down social media against Nigerians.
Both Facebook and WhatsApp are not functioning.
Is any other person experiencing it?",4 years ago,0,what's going on it seems nigerian government is shutting down social media against nigerians both facebook and whatsapp are not functioning is any other person experiencing it,what's going seems nigerian government shutting social media nigerians facebook whatsapp functioning person experiencing
@allirog,Anyone here in this lockdown?,4 years ago,0,anyone here in this lockdown,anyone lockdown
@nomatterkambeni5473,But why you separated guys🤔,4 years ago,0,but why you separated guys,separated guys
@kimboi9240,Anyone in 2021 👍✋😂🤣🤣,4 years ago,3,anyone in 2021,anyone 2021
@jmmd8439,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🤣🤣😂🤣😂😂😂🤣😂🤣😂🤣😂😂😂😅😂😂😅😅😅😂😂😂😅😂😅😂😅😂😅,4 years ago,0,,
@skellythecharva,0:22 DENILSON SWEARED,4 years ago,1,0 22 denilson sweared,22 denilson sweared
@noklangff9855,Anyone 2021❤️,4 years ago,0,anyone 2021,anyone 2021
@rosie6017,"The part when he said ``TRUMP HAS KILLED ME OOOO"" I'm dying😂",4 years ago,0,the part when he said trump has killed me oooo i'm dying,part said trump killed oooo dying
@kimberlylawson2152,This is so funny🤣,4 years ago,0,this is so funny,funny
@Imverybored.,Meee!,4 years ago,0,meee,meee
@7vn645,Well he got the N card so it's not a problem,4 years ago,0,well he got the n card so it's not a problem,well got card problem
@jimmuelabonales9812,"I wish Mark Angel comedy and Denilson Igwe comedy make a collab someday. 2021, still watching this episode.",4 years ago,10,i wish mark angel comedy and denilson igwe comedy make a collab someday 2021 still watching this episode,wish mark angel comedy denilson igwe comedy make collab someday 2021 still watching episode
@tiakim3479,Haha Emanuella you are great . 🤣🤣🤣,4 years ago,0,haha emanuella you are great,haha emanuella great
@rozanneclaudettemoses3509,🤣🤣🤣,4 years ago,0,,
@LazCombos,😂😂😂😂,4 years ago,1,,
@SATGUNLEN123_,Legend watching in 2021🔥😆🤣,4 years ago,0,legend watching in 2021,legend watching 2021
@edithosemwegie7727,God,4 years ago,1,god,god
@Bintumanzo,Anyone here from 2021,4 years ago,0,anyone here from 2021,anyone 2021
@steve-rk3zb,I love this Esposdes 💗💗💗 Thank you Mark Angel ❤️,4 years ago,2,i love this esposdes thank you mark angel,love esposdes thank mark angel
@aminarahaman7574,Can anybody check how much men deilson said1000,4 years ago,0,can anybody check how much men deilson said1000,anybody check much men deilson said1000
@samsonklmkimani5099,Denilson I love you okay . you're talented,4 years ago,0,denilson i love you okay you're talented,denilson love okay talented
@nduduzodludla7506,As for the accent 😂😂,4 years ago,0,as for the accent,accent
@PhilaArtistry,My favourite. ❤️❤️❤️❤️😂😂😂😂😂,4 years ago,0,my favourite,favourite
@mayy2643,"From philippines baby. Kanye west   
baby.",4 years ago,0,from philippines baby kanye west baby,philippines baby kanye west baby
@fatoumatasillah2343,Shu shu men😂😂😂😂😂😂,4 years ago,1,shu shu men,shu shu men
@jungkookJEON-oz7le,Anyone here in 2021,4 years ago,0,anyone here in 2021,anyone 2021
@Gaani2026,"""Your room is there"" 😂😂",4 years ago,0,your room is there,room
@ms.clarinaclair9946,2021..missing Denilson,4 years ago,0,2021 missing denilson,2021 missing denilson
@3dtv892,Who else is here from 2021 and miss denilson😥😥😥,4 years ago,0,who else is here from 2021 and miss denilson,else 2021 miss denilson
@Sonicfan-qx3sr,"You look like father Christmas that don't have money
That almost killed me 😂😂😂😂",4 years ago,0,you look like father christmas that don't have money that almost killed me,look like father christmas money almost killed
@tashaundramuzangaza2297,Donald trump ooh,4 years ago,0,donald trump ooh,donald trump ooh
@JusticeMyikweLeague,They just did one collabo,3 years ago,0,they just did one collabo,one collabo
@susannawharton2089,😍😍😍😘😘❤❤,4 years ago,0,,
@jenniferigboanugo602,Everything is smelling the earth is smelling I die of laughter 😂🤣😀😃😄🤣🤣🤣,4 years ago,0,everything is smelling the earth is smelling i die of laughter,everything smelling earth smelling die laughter
@mielle-m8,Its I'm going to call the po - po for me,4 years ago,0,its i'm going to call the po po for me,going call po po
@Natey_B,Love from Kenya,4 years ago,1,love from kenya,love kenya
